"dataset","freq","freq_label","siec","siec_label","nrg_cons","nrg_cons_label","unit","unit_label","tax","tax_label","currency","currency_label","geo","geo_label","time","time_label","value"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","EA","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)","2024-S1","2024-S1","0.1573"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","EA","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)","2024-S2","2024-S2","0.1617"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","EA","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)","2025-S1","2025-S1","0.1566"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","EA","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)","2025-S2","2025-S2","0.1481"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","BE","Belgium","2022-S1","2022-S1","0.1584"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","BE","Belgium","2022-S2","2022-S2","0.2101"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","BE","Belgium","2023-S1","2023-S1","0.1834"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","BE","Belgium","2023-S2","2023-S2","0.1542"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","BE","Belgium","2024-S1","2024-S1","0.1221"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","BE","Belgium","2024-S2","2024-S2","0.1316"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","BE","Belgium","2025-S1","2025-S1","0.1424"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","BE","Belgium","2025-S2","2025-S2","0.1342"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","BG","Bulgaria","2022-S1","2022-S1","0.2274"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","BG","Bulgaria","2022-S2","2022-S2","0.332"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","BG","Bulgaria","2023-S1","2023-S1","0.1544"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","BG","Bulgaria","2023-S2","2023-S2","0.1296"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","BG","Bulgaria","2024-S1","2024-S1","0.107"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","BG","Bulgaria","2024-S2","2024-S2","0.1522"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","BG","Bulgaria","2025-S1","2025-S1","0.1365"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","BG","Bulgaria","2025-S2","2025-S2","0.1332"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","CZ","Czechia","2022-S1","2022-S1","0.1691"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","CZ","Czechia","2022-S2","2022-S2","0.1947"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","CZ","Czechia","2023-S1","2023-S1","0.2083"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","CZ","Czechia","2023-S2","2023-S2","0.1917"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","CZ","Czechia","2024-S1","2024-S1","0.1747"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","CZ","Czechia","2024-S2","2024-S2","0.1768"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","CZ","Czechia","2025-S1","2025-S1","0.1703"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","CZ","Czechia","2025-S2","2025-S2","0.1738"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","DK","Denmark","2022-S1","2022-S1","0.1694"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","DK","Denmark","2022-S2","2022-S2","0.2482"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","DK","Denmark","2023-S1","2023-S1","0.144"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","DK","Denmark","2023-S2","2023-S2","0.1207"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","DK","Denmark","2024-S1","2024-S1","0.1087"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","DK","Denmark","2024-S2","2024-S2","0.1258"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","DK","Denmark","2025-S1","2025-S1","0.1259"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","DK","Denmark","2025-S2","2025-S2","0.1203"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","DE","Germany","2022-S1","2022-S1","0.1482"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","DE","Germany","2022-S2","2022-S2","0.1831"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","DE","Germany","2023-S1","2023-S1","0.1831"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","DE","Germany","2023-S2","2023-S2","0.1784"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","DE","Germany","2024-S1","2024-S1","0.1742"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","DE","Germany","2024-S2","2024-S2","0.1792"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","DE","Germany","2025-S1","2025-S1","0.1632"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","DE","Germany","2025-S2","2025-S2","0.1614"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","EE","Estonia","2022-S1","2022-S1","0.1418"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","EE","Estonia","2022-S2","2022-S2","0.2228"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","EE","Estonia","2023-S1","2023-S1","0.1418"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","EE","Estonia","2023-S2","2023-S2","0.1429"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","EE","Estonia","2024-S1","2024-S1","0.131"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","EE","Estonia","2024-S2","2024-S2","0.1363"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","EE","Estonia","2025-S1","2025-S1","0.1285"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","EE","Estonia","2025-S2","2025-S2","0.1199"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","IE","Ireland","2022-S1","2022-S1","0.2139"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","IE","Ireland","2022-S2","2022-S2","0.2806"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","IE","Ireland","2023-S1","2023-S1","0.2823"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","IE","Ireland","2023-S2","2023-S2","0.2486"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","IE","Ireland","2024-S1","2024-S1","0.2294"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","IE","Ireland","2024-S2","2024-S2","0.2281"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","IE","Ireland","2025-S1","2025-S1","0.2321"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","IE","Ireland","2025-S2","2025-S2","0.2189"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","EL","Greece","2022-S1","2022-S1","0.2191"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","EL","Greece","2022-S2","2022-S2","0.3418"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","EL","Greece","2023-S1","2023-S1","0.163"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","EL","Greece","2023-S2","2023-S2","0.1456"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","EL","Greece","2024-S1","2024-S1","0.1316"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","EL","Greece","2024-S2","2024-S2","0.1624"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","EL","Greece","2025-S1","2025-S1","0.1675"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","EL","Greece","2025-S2","2025-S2","0.1484"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","ES","Spain","2022-S1","2022-S1","0.197"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","ES","Spain","2022-S2","2022-S2","0.2186"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","ES","Spain","2023-S1","2023-S1","0.1515"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","ES","Spain","2023-S2","2023-S2","0.1434"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","ES","Spain","2024-S1","2024-S1","0.1169"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","ES","Spain","2024-S2","2024-S2","0.1281"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","ES","Spain","2025-S1","2025-S1","0.1238"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","ES","Spain","2025-S2","2025-S2","0.1157"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","FR","France","2022-S1","2022-S1","0.1241"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","FR","France","2022-S2","2022-S2","0.1237"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","FR","France","2023-S1","2023-S1","0.2071"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","FR","France","2023-S2","2023-S2","0.1939"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","FR","France","2024-S1","2024-S1","0.157"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","FR","France","2024-S2","2024-S2","0.1469"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","FR","France","2025-S1","2025-S1","0.1379"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","FR","France","2025-S2","2025-S2","0.1228"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","HR","Croatia","2022-S1","2022-S1","0.1465"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","HR","Croatia","2022-S2","2022-S2","0.2292"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","HR","Croatia","2023-S1","2023-S1","0.2656"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","HR","Croatia","2023-S2","2023-S2","0.2105"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","HR","Croatia","2024-S1","2024-S1","0.1827"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","HR","Croatia","2024-S2","2024-S2","0.1621"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","HR","Croatia","2025-S1","2025-S1","0.1568"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","HR","Croatia","2025-S2","2025-S2","0.1421"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","IT","Italy","2022-S1","2022-S1","0.2473"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","IT","Italy","2022-S2","2022-S2","0.3291"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","IT","Italy","2023-S1","2023-S1","0.2285"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","IT","Italy","2023-S2","2023-S2","0.191"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","IT","Italy","2024-S1","2024-S1","0.1678"
"nrg_pc_205","S","Half-yearly, semesterly","E7000","Electricity","TOT_KWH","Consumption of kWh - all bands","KWH","Kilowatt-hour","X_TAX","Excluding taxes and levies","EUR","Euro","IT","Italy","2024-S2","2024-S2","0.18"
